datetime,serial,frame,lat,lon,alt,heading,vel_h,vel_v,batt,temp
2023-02-12 17:53:28+00:00,22050777,1360259608,36.15753,-80.03694,6591.0,337.84,28.77,4.5600000000000005,5.19,-26.7
2023-02-12 17:53:29+00:00,22050777,1360259609,36.15777,-80.03705,6597.4,341.34,30.12,5.0,5.19,-26.8
2023-02-12 17:53:30+00:00,22050777,1360259610,36.15802,-80.03715,6602.5,344.36,27.6,5.7,5.19,-26.8
2023-02-12 17:53:31+00:00,22050777,1360259611,36.15825,-80.03722,6607.9,345.74,24.96,5.04,5.19,-26.8
2023-02-12 17:53:32+00:00,22050777,1360259612,36.15846,-80.03728,6612.5,348.42,23.55,5.19,5.19,-26.9
2023-02-12 17:53:33+00:00,22050777,1360259613,36.15866,-80.03733,6618.4,347.49,20.95,7.03,5.18,-26.9
2023-02-12 17:53:34+00:00,22050777,1360259614,36.15884,-80.0374,6624.9,338.26,21.26,6.39,5.18,-26.9
2023-02-12 17:53:35+00:00,22050777,1360259615,36.15901,-80.03752,6630.5,322.93,23.04,4.13,5.18,-27.0
2023-02-12 17:53:36+00:00,22050777,1360259616,36.15918,-80.03768,6635.8,323.09,24.55,6.86,5.18,-27.0
2023-02-12 17:53:37+00:00,22050777,1360259617,36.15936,-80.03782,6641.6,332.53,23.29,4.48,5.18,-27.0
2023-02-12 17:53:39+00:00,22050777,1360259619,36.15977,-80.03807,6653.4,332.13,28.02,5.38,5.18,-27.1
2023-02-12 17:53:41+00:00,22050777,1360259621,36.16025,-80.03834,6664.1,343.95,28.85,5.31,5.19,-27.1
2023-02-12 17:53:42+00:00,22050777,1360259622,36.16048,-80.0384,6668.9,350.51,25.7,4.03,5.19,-27.2
2023-02-12 17:53:43+00:00,22050777,1360259623,36.1607,-80.03845,6673.8,351.25,21.97,5.32,5.19,-27.2
2023-02-12 17:53:45+00:00,22050777,1360259625,36.16106,-80.03858,6683.9,335.79,21.01,4.6,5.19,-27.3
2023-02-12 17:53:46+00:00,22050777,1360259626,36.16123,-80.03868,6689.0,330.05,21.77,5.37,5.19,-27.4
2023-02-12 17:53:47+00:00,22050777,1360259627,36.16141,-80.03881,6694.3,328.05,23.66,5.62,5.19,-27.4
2023-02-12 17:53:48+00:00,22050777,1360259628,36.1616,-80.03896,6699.3,329.57,26.09,4.63,5.19,-27.3
2023-02-12 17:53:49+00:00,22050777,1360259629,36.16182,-80.0391,6704.1,333.43,28.83,4.85,5.19,-27.5
2023-02-12 17:53:50+00:00,22050777,1360259630,36.16205,-80.03924,6709.5,336.98,29.35,5.68,5.19,-27.5
2023-02-12 17:53:52+00:00,22050777,1360259632,36.16253,-80.03942,6719.9,347.27,26.12,4.71,5.19,-27.5
2023-02-12 17:53:54+00:00,22050777,1360259634,36.16295,-80.03954,6729.5,344.59,21.55,5.37,5.19,-27.6
2023-02-12 17:53:56+00:00,22050777,1360259636,36.16331,-80.0397,6741.6,335.76,21.86,5.43,5.19,-27.7
2023-02-12 17:53:57+00:00,22050777,1360259637,36.16348,-80.03982,6746.6,327.7,22.39,4.26,5.19,-27.8
2023-02-12 17:53:58+00:00,22050777,1360259638,36.16365,-80.03995,6751.0,326.7,22.93,4.49,5.19,-27.8
2023-02-12 17:53:59+00:00,22050777,1360259639,36.16383,-80.04009,6756.5,330.04,23.28,6.84,5.19,-27.9
2023-02-12 17:54:00+00:00,22050777,1360259640,36.16402,-80.04021,6763.1,333.33,23.94,6.1,5.19,-27.9
2023-02-12 17:54:01+00:00,22050777,1360259641,36.16423,-80.04034,6768.8,333.85,28.23,5.24,5.19,-28.0
2023-02-12 17:54:02+00:00,22050777,1360259642,36.16447,-80.04048,6775.2,334.84,32.61,7.5600000000000005,5.19,-28.1
2023-02-12 17:54:03+00:00,22050777,1360259643,36.16471,-80.04061,6783.8,338.12,25.09,9.37,5.19,-28.1
2023-02-12 17:54:04+00:00,22050777,1360259644,36.1649,-80.04069,6789.9,345.25,19.83,3.22,5.19,-28.2
2023-02-12 17:54:05+00:00,22050777,1360259645,36.16508,-80.04072,6793.9,358.72,20.95,4.43,5.19,-28.2
2023-02-12 17:54:07+00:00,22050777,1360259647,36.16553,-80.04082,6806.2,341.38,27.11,6.03,5.19,-28.3
2023-02-12 17:54:09+00:00,22050777,1360259649,36.16588,-80.04104,6818.0,322.88,18.48,7.86,5.19,-28.5
2023-02-12 17:54:10+00:00,22050777,1360259650,36.16605,-80.04116,6826.4,338.39,24.88,8.85,5.19,-28.5
2023-02-12 17:54:11+00:00,22050777,1360259651,36.16629,-80.04126,6831.7,341.99,30.78,2.37,5.19,-28.5
2023-02-12 17:54:12+00:00,22050777,1360259652,36.16656,-80.04139,6836.1,336.46,34.18,6.17,5.19,-28.6
2023-02-12 17:54:13+00:00,22050777,1360259653,36.1668,-80.04154,6843.0,328.55,25.8,7.69,5.19,-28.7
2023-02-12 17:54:14+00:00,22050777,1360259654,36.16697,-80.04166,6849.7,334.99,17.87,6.0,5.19,-28.8
2023-02-12 17:54:15+00:00,22050777,1360259655,36.16715,-80.04168,6857.1,359.8,22.66,7.07,5.19,-28.9
2023-02-12 17:54:16+00:00,22050777,1360259656,36.16739,-80.04172,6864.3,348.62,33.58,6.65,5.19,-28.9
2023-02-12 17:54:17+00:00,22050777,1360259657,36.16765,-80.04185,6871.7,329.73,30.8,7.26,5.19,-28.9
2023-02-12 17:54:18+00:00,22050777,1360259658,36.16786,-80.04199,6878.9,337.06,23.03,5.99,5.19,-29.0
2023-02-12 17:54:22+00:00,22050777,1360259662,36.16881,-80.04236,6901.7,322.27,22.56,6.3,5.18,-29.2
2023-02-12 17:54:24+00:00,22050777,1360259664,36.16917,-80.04246,6913.6,3.46,26.92,4.95,5.18,-29.3
2023-02-12 17:54:25+00:00,22050777,1360259665,36.16943,-80.0425,6920.0,346.37,33.62,6.92,5.18,-29.3
2023-02-12 17:54:26+00:00,22050777,1360259666,36.1697,-80.04261,6926.2,336.53,28.78,4.59,5.18,-29.3
2023-02-12 17:54:27+00:00,22050777,1360259667,36.16992,-80.04271,6931.2,346.93,23.48,4.78,5.18,-29.3
2023-02-12 17:54:28+00:00,22050777,1360259668,36.17014,-80.04274,6936.8,357.63,26.84,6.37,5.18,-29.4
2023-02-12 17:54:29+00:00,22050777,1360259669,36.1704,-80.04278,6943.7,347.57,30.03,7.27,5.18,-29.4
2023-02-12 17:54:30+00:00,22050777,1360259670,36.17064,-80.04286,6950.0,342.16,26.61,5.7,5.18,-29.4
2023-02-12 17:54:31+00:00,22050777,1360259671,36.17084,-80.04293,6954.5,348.6,19.99,3.05,5.18,-29.5
2023-02-12 17:54:33+00:00,22050777,1360259673,36.17122,-80.043,6968.1,347.6,25.01,6.84,5.18,-29.5
2023-02-12 17:54:35+00:00,22050777,1360259675,36.17162,-80.04319,6979.9,330.41,20.1,5.35,5.18,-29.7
